OPT_WAVE,OPT_FLAM,OPT_FLAM_SIG
6668.2531698258745,-2.711883568336603,0.294370734848438
6669.320683421867,-0.8076252471421806,0.27805714707750717
6670.3873658307075,-0.9897057851662167,0.28616990109878526
6671.307561406026,16.51557792726088,23.343101268194598
6672.7314843529875,-2.651764521049497,0.18957699821612103
6674.023076092354,0.6344801880131038,1.1558574679770401
6675.343846687263,-0.39630246655842627,1.5232066754580946
6676.679188694349,1.5001577199324805,2.983833362877422
6677.734343637733,1.3419567085728266,2.614195727253811
6678.802690771921,0.3881025028615704,2.8324703749647506
6679.872392380953,0.6985737660634783,3.1987354274070876
6680.942176105484,0.7127071420931432,3.4274123469895543
6682.012046748287,1.055117544093617,3.4834863449039233
6683.082003465789,0.9867888441147257,3.432935487660469
6684.441525602701,0.27288588604627223,2.4632124644417948
6686.046784022681,0.5735773363390071,2.6556357862308437
6687.358711402062,-0.24700789570639775,2.4250762357317033
6688.428599113409,-0.6608038182212209,2.0857663254549874
6689.501429543571,0.28815487410940027,1.6519877579753297
6690.572931811401,-0.005602968694279385,1.2241531613380596
6691.641974523265,0.6032734456247464,0.7575513313737764
6692.711392464136,-0.1954008015837963,0.20039446334717334
6693.7891599376235,0.3951549925922584,0.20360046069332335
6695.1605914558295,0.6029630937128053,0.16918239010521002
6696.5540940028795,0.012525801641033516,0.2079025763306228
6697.797477940945,0.9631681674818894,0.1783368043995367
6699.141341534816,0.43803042775279527,0.19308102508140365
6700.214909019629,0.48811727647888625,0.19590998372906387
6701.293757460139,0.40265043355924396,0.25965922400995656
6702.362651456095,0.35411515679062044,0.2516939152782076
6703.430488846759,0.5748865265057738,0.2390082629629406
6704.501751223748,-0.3098739841326808,0.23699166943305042
6705.570988917958,0.3021818812626221,0.23673910396186598
6706.926740066787,-0.027062212032149778,0.23774875637129597
6708.532340836415,0.4823111222470827,0.2459764542264949
6709.857514850844,0.4410473847734457,0.28092148596590805
6710.9289734744725,0.5883124136879929,0.2752426535598716
6712.004665886768,-0.22528888447492118,0.2783262223779231
6713.075396819194,0.5257009066220724,0.2747996639084784
6714.147819604801,-0.1340459846685583,0.2719051212072275
6715.220345584515,-0.33876308157947815,0.2734044961591804
6716.293891859044,0.11149403516393673,0.27473641668178383
6717.364734407046,0.18805959042349782,0.27192730391486175
6718.7321980969045,0.2567118709358582,0.22884802398885973
6720.336611010128,-0.4240801721816025,0.23962665707984
6721.656108864796,0.6380807770222705,0.2694279873705162
6722.731841646413,0.4814121666294453,0.2674840551258665
6723.804921698053,-0.4952108381841569,0.26903182580796625
